timestamp,sensor_A,sensor_B,sensor_C,sensor_D
2024-01-01 08:32:03,57.91,85.56,45.07,35.60
2024-01-01 08:32:04,61.76,82.60,40.96,41.24
2024-01-01 08:32:05,55.96,81.06,49.38,42.31
2024-01-01 08:32:06,52.92,87.22,48.63,42.33
2024-01-01 08:32:07,57.59,84.67,44.02,36.55
2024-01-01 08:32:08,60.55,83.95,39.76,35.72
2024-01-01 08:32:09,62.44,91.52,39.85,37.53
2024-01-01 08:32:10,56.25,85.91,41.33,40.43
2024-01-01 08:32:11,59.88,80.93,44.11,45.33
2024-01-01 08:32:12,58.14,83.00,41.53,31.10
2024-01-01 08:32:13,59.03,88.15,43.78,38.30
2024-01-01 08:32:14,64.71,89.06,45.28,33.74
2024-01-01 08:32:15,56.59,85.22,49.64,32.35
2024-01-01 08:32:16,60.28,87.18,43.74,42.70
2024-01-01 08:32:17,60.88,82.49,43.21,40.88
2024-01-01 08:32:18,62.29,86.45,48.27,40.36
2024-01-01 08:32:19,60.49,91.16,45.27,42.11
2024-01-01 08:32:20,61.08,86.54,42.37,36.36
2024-01-01 08:32:21,59.85,86.83,39.81,36.39
2024-01-01 08:32:22,61.34,92.06,44.38,46.70
2024-01-01 08:32:23,60.28,86.01,46.32,36.81
2024-01-01 08:32:24,62.38,91.01,40.68,40.56
2024-01-01 08:32:25,60.56,88.41,44.54,37.47
2024-01-01 08:32:26,62.22,89.60,41.58,29.87
2024-01-01 08:32:27,61.57,89.23,42.51,28.89
2024-01-01 08:32:28,64.04,90.50,34.11,34.56
2024-01-01 08:32:29,61.85,89.13,42.23,40.90
2024-01-01 08:32:30,58.56,86.25,47.77,39.63
2024-01-01 08:32:31,64.79,92.62,39.23,39.92
2024-01-01 08:32:32,60.62,89.03,43.79,32.11
2024-01-01 08:32:33,61.28,91.68,40.97,42.30
2024-01-01 08:32:34,61.55,91.95,44.15,31.76
2024-01-01 08:32:35,65.64,84.79,39.97,36.24
2024-01-01 08:32:36,58.77,93.03,41.92,35.12
2024-01-01 08:32:37,69.47,87.31,42.32,34.23
2024-01-01 08:32:38,65.46,88.76,43.51,40.04
2024-01-01 08:32:39,63.94,89.38,39.82,31.63
2024-01-01 08:32:40,63.53,89.51,43.38,28.81
2024-01-01 08:32:41,64.36,85.46,43.00,34.04
2024-01-01 08:32:42,64.97,98.28,42.94,32.11
2024-01-01 08:32:43,65.36,94.14,35.70,46.97
2024-01-01 08:32:44,65.32,91.03,43.83,35.91
2024-01-01 08:32:45,64.53,91.31,39.57,31.31
2024-01-01 08:32:46,64.10,90.90,40.47,28.46
2024-01-01 08:32:47,64.33,94.69,49.32,24.90
2024-01-01 08:32:48,64.37,91.89,42.28,28.06
2024-01-01 08:32:49,67.17,92.72,38.54,32.36
2024-01-01 08:32:50,66.22,93.92,33.65,37.34
2024-01-01 08:32:51,59.28,89.72,48.60,35.85
2024-01-01 08:32:52,66.60,94.58,36.00,32.01
2024-01-01 08:32:53,65.81,88.44,37.50,29.53
2024-01-01 08:32:54,65.51,96.99,39.70,31.63
2024-01-01 08:32:55,64.90,92.23,45.31,28.21
2024-01-01 08:32:56,68.04,86.94,41.49,36.89
2024-01-01 08:32:57,67.81,89.50,38.84,28.99
2024-01-01 08:32:58,64.49,91.74,42.23,29.13
2024-01-01 08:32:59,66.97,90.33,38.02,20.34
2024-01-01 08:33:00,64.33,90.70,41.82,28.16
2024-01-01 08:33:01,63.63,94.16,42.04,32.02
2024-01-01 08:33:02,65.25,96.17,43.76,24.13
2024-01-01 08:33:03,68.34,92.01,41.90,25.13
2024-01-01 08:33:04,68.63,94.19,40.30,31.04
2024-01-01 08:33:05,67.86,89.27,38.20,21.70
2024-01-01 08:33:06,68.39,89.14,41.19,31.58
2024-01-01 08:33:07,68.08,95.80,38.88,24.96
2024-01-01 08:33:08,65.87,93.20,37.23,25.27
2024-01-01 08:33:09,68.12,98.22,37.92,22.08
2024-01-01 08:33:10,68.95,93.80,38.88,27.83
2024-01-01 08:33:11,68.96,94.72,41.35,35.91
2024-01-01 08:33:12,69.93,96.60,37.49,28.95
2024-01-01 08:33:13,69.06,95.24,34.94,22.12
2024-01-01 08:33:14,68.44,94.27,39.11,29.88
2024-01-01 08:33:15,69.97,94.39,38.36,23.84
2024-01-01 08:33:16,67.86,95.06,39.84,30.37
2024-01-01 08:33:17,66.24,96.62,43.01,27.86
2024-01-01 08:33:18,67.77,97.03,42.40,12.64
2024-01-01 08:33:19,66.69,94.76,38.21,20.17
